ticker,n_predictions,n_folds,mean_y_up_true,mean_y_up_pred,up_xgb_rmse,up_xgb_mae,up_naive_rmse,up_naive_mae,up_improve_pct,mean_y_dn_true,mean_y_dn_pred,dn_xgb_rmse,dn_xgb_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct
ORCL,1662,28,0.0219125283582395,0.024137189611792564,0.039420629179194026,0.02639063873917771,0.04233717713338411,0.027865728637589945,6.888857858901276,-0.018084839527006732,-0.021903546527028084,0.03872384775669273,0.02772447770725772,0.03869228181130999,0.026000613022484596,-0.0815820207675344,3.403637919066871
CHTR,1662,28,0.021211214951344315,0.021467024460434914,0.037499979254825976,0.02617821608591208,0.04083884862562379,0.027981106684025196,8.175718667795373,-0.02049230702092596,-0.02549237385392189,0.04389994352214728,0.03140385927091584,0.04325649543048763,0.028033730857207433,-1.4875178519574206,3.344100407918976
CSCO,1662,28,0.016778013341148507,0.017204955220222473,0.02538392808471762,0.018581428108249837,0.029200073167341686,0.02134342373460028,13.068957261696756,-0.014138290804777555,-0.019307909533381462,0.03226768237369405,0.022442770274098564,0.03028372223562039,0.019693139525932327,-6.5512426862114115,3.2588572877426722
COST,1662,28,0.01741254414348468,0.015430722385644913,0.022875103397948054,0.01691611012208354,0.02788290130712722,0.020882795564082277,17.96010341254951,-0.010885713335843716,-0.01802097260951996,0.02721717549196818,0.02002473047823184,0.024389284864111665,0.016693339029814937,-11.594807488667701,3.182647961940905
MDT,1662,28,0.01571078147067166,0.016523173078894615,0.02630193545002176,0.01885702074413981,0.0289873596298859,0.0200879066351154,9.264121376185896,-0.014044238077882088,-0.018350211903452873,0.028900271820944116,0.021081462652232635,0.028044536343768363,0.019283120873282523,-3.051344713587678,3.106388331299109
V,1662,28,0.016798218310621674,0.01596721075475216,0.02543999330929459,0.017489992366561867,0.02922509859970029,0.02071278774006396,12.951556955378473,-0.013344485190658987,-0.018543776124715805,0.030807962272770925,0.021718308839815348,0.028704684296590597,0.0190999286222046,-7.327298758795764,2.8121290982913547
ABBV,1662,28,0.018098220205785092,0.016871821135282516,0.027359985654364323,0.0196261819937991,0.03156999226399333,0.022385832276431695,13.335469246949005,-0.012901737733838006,-0.018547838553786278,0.03183760416767644,0.02237831455737891,0.029406170103713093,0.019057740655063594,-8.268448612613888,2.5335103171675586
PM,1662,28,0.017444230244119584,0.01690310426056385,0.025994185147060936,0.018680047791570203,0.030105919570532307,0.021785736515423794,13.657561310619926,-0.01280500400473714,-0.019413812085986137,0.030751737535277116,0.02183483820340443,0.02829878582808275,0.018712433419643622,-8.668045767391686,2.49475777161412
SBUX,1662,28,0.020088171966010135,0.021135836839675903,0.03493124234172223,0.024305421608349732,0.03759114964551041,0.02528004774620744,7.075887087443366,-0.016280614010743988,-0.020224308595061302,0.03532789541032355,0.02455859901182307,0.03454379869490103,0.022855313322972148,-2.269862450125548,2.403012318658909
HD,1662,28,0.018338747671248344,0.016990846022963524,0.02836258173850098,0.020289590890235503,0.03188597046756441,0.02303108053840715,11.049965478226708,-0.014280000084561543,-0.018785545602440834,0.032941536533888094,0.0225522527250194,0.030967209150941498,0.020363387482094965,-6.375541862113754,2.337211808056477
DIS,1662,28,0.0196626806710865,0.019064702093601227,0.0364584492622583,0.025397171211050035,0.03883495297445103,0.02586495806734865,6.11949681967221,-0.018101962632631155,-0.022431140765547752,0.03602986837615742,0.025058092277353096,0.03532884215735063,0.024570522600080615,-1.9842886887843525,2.0676040654439287
SPGI,1662,28,0.01820031624056464,0.017048941925168037,0.02780433120959904,0.019391303135312735,0.03204161209641886,0.022616920416997675,13.224306174324486,-0.014183887856637219,-0.0195196270942688,0.03401210220668839,0.0234243509167068,0.03101327891590719,0.020315518034870795,-9.669481575658413,1.7774122993330366
CRM,1662,28,0.024626761761507576,0.024803923442959785,0.04331027039030589,0.03005609956407642,0.04576148285928604,0.0315728420136858,5.35649702724339,-0.02135077844936741,-0.025867033749818802,0.043626599319544025,0.03139795626989223,0.042794362486572195,0.029455284011738272,-1.9447347375088686,1.7058811448672606
CMG,1662,28,0.02400695651820568,0.023615265265107155,0.03894745366151778,0.027254975713627068,0.043437951962681395,0.029959546188389922,10.337730252617606,-0.018278689323394645,-0.02553226426243782,0.043346762582523485,0.03073528185430937,0.04042529058436206,0.026708599845903697,-7.226842295826441,1.5554439783955822
